snapshot_date,date,channel,direction,confidence,title,headline,economic_mechanism,expected_effects,id,lead_indicator,signal_type,snapshot_country,source,sources,time_horizon,who_should_care
2026-03-10,2026-03-10,Energy,tightening,high,Energy Supply Constraint,Bangladesh Closes Universities Early Amid Energy Crisis,"Energy shortages restrict industrial operating hours, raise unit costs, and force firms to rely on expensive captive generation.","[""output loss"", ""production cost increase"", ""cost push inflation""]",2026-03-10_energy_supply_constraint_54782709,load_shedding_intensity,production_constraint,root,The Morning Voice,"[""https://news.google.com/rss/articles/CBMimgFBVV95cUxNTXpCdzUzZ2FORXUyVGE4Q1RzUEtqWDl0MmxyRWgySnMwdHN0NXJUVk02VjNZNE9aN3hkU0ZycmxUX1N1cVNtNzNnNTdhMTc4bVRqWWM4NXdXY0dPMTg3X3hoMWlNUVZmMmJ3MTNsd1ZraEdLdDNIa1QzSzJhMUlTU2NCYndEcGlsNkVFZWlJOTI2c253ODk1MTNR?oc=5""]",immediate,"[""industrial producers"", ""manufacturers"", ""energy traders""]"
2026-03-10,2026-03-10,Energy,tightening,high,Energy Supply Constraint,"India Supplies 5,000 Tonnes Of Diesel To Bangladesh Via Pipeline As Energy Crisis Deepens","Energy shortages restrict industrial operating hours, raise unit costs, and force firms to rely on expensive captive generation.","[""output loss"", ""production cost increase"", ""cost push inflation""]",2026-03-10_energy_supply_constraint_473d20ce,load_shedding_intensity,production_constraint,root,English Bombay Samachar,"[""https://news.google.com/rss/articles/CBMi0AFBVV95cUxQdGdYeGw3Y2ZTNFVFLVB0LUstdDhZVURkTEJmQ29FZElrQ3F3SWM5bzhfUjdsY09Ha2JjYjRqOXVmQV9sUnZmck91OGZtdzd6SFFmNTNPZFJFS0cxRXVLdHpXQVI2a1BWYjZzaFF5amRJY18tRzRIeEl0TmNuYno0VkxlX1ZEU1hGTUJWSTNZQVZIcmhkeGZMVTZRbUdiRW9kNV9FeWRYUmgwSUFUSmRkb0ozS0t5ZXYwc25zSGd4UVgzOXhmUnp2M0gyWE1RLVV1?oc=5""]",immediate,"[""industrial producers"", ""manufacturers"", ""energy traders""]"
2026-03-10,2026-03-10,Food Prices,tightening,high,Food Price Pressure,Bangladesh inflation touches 10-month high in Feb as food prices surge,"Rising staple prices compress real incomes of the poor, raise wage demands, and feed into broader inflation expectations.","[""real income erosion for the poor"", ""wage pressure"", ""headline inflation rise""]",2026-03-10_food_price_pressure_444bbb24,staple_price_acceleration,price_signal,root,IANS LIVE,"[""https://news.google.com/rss/articles/CBMiqgFBVV95cUxPbnJFNmg3OTNHeHJEQmZISC1YRkRudm02b0hTVGdvdEh3R05YTnBnVmpSVnF3QktVZ1FKRjFyczJXVXBkTXlJZW85N0NUU3k4M2l3OU1YQlBvV2JpQTlKM3hkWldvTXRJV3I1VENzZHlxT3EteGdBNUpEYnZ4dlRwOS1Wa2g5d1ZUUjZRM1NOUmw3aUtpU0xQQlBjTEpQZy0yVHBTU3ctMjRRZw?oc=5""]",immediate–3 months,"[""consumer sector"", ""food importers"", ""social protection agencies""]"
2026-03-10,2026-03-10,Foreign Exchange,tightening,medium,External Liquidity Stress,Banks raise LC settlement dollar rates for businesses,"Foreign exchange shortages constrain import financing, widen the informal premium, and force rationing of dollar-denominated obligations.","[""import compression"", ""industrial input shortage"", ""informal FX premium widening""]",2026-03-10_external_liquidity_stress_b85df70e,fx_reserves_pressure,balance_of_payments,root,The Business Standard — Economy,"[""https://www.tbsnews.net/economy/banking/banks-raise-lc-settlement-dollar-rates-businesses-1382666""]",1–3 months,"[""trade finance banks"", ""importers"", ""currency desks""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,India exports diesel to Bangladesh amid global energy turmoil,"Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_3460dec2,geopolitical_tension_change,external_shock,root,newskarnataka.com,"[""https://news.google.com/rss/articles/CBMipAFBVV95cUxNbHFRSHM3MlhiS0FkVXNNOTJNaUlQb1lpMklRZUV6Nmg2aVkxcjNYamtjcjJwQlhIQ1M3bl8yaG9Hd3ZpemprbHlyZmlzRGkwZzFkb1lzanM2WnhkYXR5UWExYXBtN2czSlphOHFaV01SSlZzQkxyX1NsMWJjQ2xsSVBqSlpoZUMyQ0FURGlTY0tIaHBvYkJkcHJXY1B6VE1ITmhvTw?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"India to supply 5,000 tonnes of diesel to Bangladesh today: ANI News","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_48df6c29,geopolitical_tension_change,external_shock,root,The Business Standard,"[""https://news.google.com/rss/articles/CBMiqgFBVV95cUxNenFqeVF6OW91Zm9pY2wxd055Q29pYk9xOGdDUWg2bThkWUI2TGQ5NnNGa1dPTkdWTWFCZkFNWllWbUZrMmpEUXFVUjhfQmFHempBcHZyaWJiVE85T0JKaTNWSWppMWhXSHRpdm9SemxuSlJhc0FBQmxKWG0wQi1RQkVhb2syZERNbjE0ZWc5eGJXeDZOVzR3UXhFU011SW5JX1ZJZmYtcGlVQdIBrwFBVV95cUxNdFBhRDZ1WHpSWXoxVzVmcUtBV2phS2paZVdEWFNBcmNNdm8tdlRQa2FtN2ZueFhKRE51a2xDNUlvcFZkSGpscjEyMWtmdzJZbFhRVU1PTF9URlk5STVCU1U4OHhlZUxtV1lMMVdVN0Z5aW4xZVhGMVZYam1iclBQTngzZk9yVGltS01FU3FGUW5jeERUNFgzTFVNdk95R1hYT1lJejlpXzUzVTVzeG93?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,Bangladesh Seeks Chinese and Indian Support as Fears Grow over Energy Supplies - Pressenza,"Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_a5eb18f9,geopolitical_tension_change,external_shock,root,Pressenza - International Press Agency,"[""https://news.google.com/rss/articles/CBMiswFBVV95cUxPUWxhNHNBWVFpNmFXNWRsTU1CNXBlYXB3NHFnVURqM3NxcnVpZlNKSGdsT3JSUk9mc18zY3d4RkVSYzkzMHhIUzBlS1VvVm4zZ1B5R1RpTkZzak0zdzJRbDBfU010QmtWZDFqU1JIX2I2YlVQZldiT0V2M0ZqNDFnazNrX0cyRkJfNi1seGJ6bEFKbjVhNjNZaHdsQUctUmczM2QwVVdpcDZUbjFaekdjMVVLNA?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"What's happening in India, Pakistan, Bangladesh, China as Iran-US war disrupts oil supply | World News","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_69ad5aad,geopolitical_tension_change,external_shock,root,Hindustan Times,"[""https://news.google.com/rss/articles/CBMigwJBVV95cUxQY2RrVnFwcDhDcFhaTGtOSk85OEdKcVZudnhpT1hlZ1Q1ejJaMkE3RWllenhKeVF4MXpnSUFGT052VkxlZnJrUDhtdjBPcHFhN0NvR2x1M0JyMF80UFhVLTkzcUlvMDlKQlhuRjBCZE5vdTVVRFAxcTVSbW9Ram4ydmc1T0x5UTRHZEh5SFNJSkNhMDhYbm5wSFpGRGY5bUZnNkU1NG04dm9EeFpaRENzZVFZVEhJRUJjVnRzN0NaM2pFYUxvbVBBeVZBVXJ3UldkZzlWbVZ1R3BhMjJmQ1Z5cWdXS1BQOWhQOXdzUTJmbFdOY3U0UUdoaXJKa3NRQWFOY2xz0gGIAkFVX3lxTE1BVDJXZWs0R09pUFM2Y0tMQjNUQ1hTM3FOSGxiRFF6eloxSXJia0Q0SVpJc040bG9fdWhZZUdBcWlXYnlVTzVsRkIzei0wY3c0akVwOHZGbXpaQmNTSEtESW8xSGkwWm9WYmVpMUkxRFJNdWNHOEpDSG16ekJnQnJSU0VYXzh4c2NscGdsallTUEcxMUpTMUJHcGFFa19RaWZVano5ZllISkNiLS1xa252b19nRlFmVFVwNkN2WFkxSjNUcW85WVlWYk92cUNiaGZzVnRFSU8zTjcyWng5eXRiNFJCOGkzeGl1Wm81X0w0clNnbk02VGIyU3Z1TVJ6ZzhZX2hLRkUtaw?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"Iran war: 5,000 tons of diesel en route to Bangladesh from India amid energy constraints","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_ab354bc4,geopolitical_tension_change,external_shock,root,Business Today,"[""https://news.google.com/rss/articles/CBMi3gFBVV95cUxQejlRbjVzMmRtdzFyWklVSDllLVdLRWt1VjRKaEhlLWhVVGx6NnpsY2d5enQySWRLcmdUNFpFRE9CalJWS1lZRWlySm5DVEtTaW5yVVE5eHQ4aERwbUZ1d1JqNm1sMUU2WnZLcmpnblVMamU4WGlaWnVXWlVPazU0cGJGUHBySU9rMDNkdGNZU2wxdjVnX1VzVncybm1WYU9mT2hHT2NQX1ZYejhQOElwdDZfeTM1Q0VsMFJmUjBzd0czbHpBVmdnNkpMRU5OTnluMkZYTE82UklxbFVobUHSAeMBQVVfeXFMTUVpRG54VXVNYlYtVkVIbzdRTkJaWC1ZczktNzdueHh4QXBTWlY0TkVhWWd4MVFlZmVzLU00U2Z6NEg3QlA0U190ZzQ5R193V1IzYW9UUDFOUTl2NWxUWDljazdQNFFwb3Y5UWx2cmwxVThzUXVGYU4tdGVzcV9wN1czV0p3S0JvMFJrOHlZcVFwVjl6SVM3OFQ3anJhRzVkZl9ReW1fdjFYcWU3Z3hpamVZTTdXZ19jSlRGSEY5UG9OMmxNVmNFVjF5QjZaS3hYdG5CV01GcDYtbUxpZHp1YXhjWWM?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"India to supply 5,000 tonnes of diesel to Bangladesh despite West Asia supply concerns","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_378e2c40,geopolitical_tension_change,external_shock,root,ET EnergyWorld,"[""https://news.google.com/rss/articles/CBMi7AFBVV95cUxPbW9ZQlI5ZDBPLTQtZTFjZjZzV092TXdsWm45eWtWRVJwOUhEUTExTWFUM2Z5OGZDVTFlRDdyMDlJaG5pZHU2OUVIWFcyMHpScTQ1ZGdkNkU2QlEtZXV4SEcxVXp2UW8yUWwwNmlXLXJ0Uy1OWWtybEM3eS04d2EzWEtRbXE1X28wdDlPN2VrNjJYLW5WWFpTRnVqbXNqU3dVcXlPeUNmTFdXWHFfZnR5RTJfbWI4QVh1TjBXRnBLNy1RZVh3WU5ZaEVPNzBpNGZFTlJ0Z0NSNVhNbHdqWGdjSmx4RXVUQ1NqVld3ZNIB8gFBVV95cUxQVG5VQXRyYUZzc3VBcjNTZk1OZExYTm5hLTRMa3hJRThNeDB3NEdDQS11LTRBU1dWMUw5Z1FhMWhWbG4wNVFFbHVPT2NIWGlZbjk2cVp0YWljeDBLeFByVThabTF3djVkX0xwWGo4VFBIa0xuRDE4QUx2dFp6N19rQkJBbmROSVBudndRMVVMaVM1NUc4QmRDRUFHNnpSbG5aZ3dLb0trbGx0ZEl1NzBSZXhxNWszdUpwR0FNaGpTVkx5VndDRFcxQW9CMGJPMlBIYng1TXFlandVakhIUjJFSTVGOFJ2U05Ic3lnc2JDQjRwUQ?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"India pumps 5,000 tonne of diesel into Bangladesh amid Iran war strain","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_b7c3c0fb,geopolitical_tension_change,external_shock,root,India Today,"[""https://news.google.com/rss/articles/CBMi6gFBVV95cUxPQWJ6RUd3cDBBMmR0R3h0NXpkMG5zZWRVMnRONGFickxJTlA3dFB3cGFzaTY0QUwza3gyNndLMXhySG55SUN0QWZHX01JNGRRell2eHcwSmpSQUFVb1kyWXd1QjVwRnFscjZTWldfejV0OUZsLVByajF1bzBvSVhMMm9abm5MT1JKbHVZVXhrSF8wQ1VjZmZGU3FDWGhxLUNVNXdLcmpWVTdpeTdod3NXbV9SUTJuZXdHei1QZHIwazZtWXhCQ2g4SGVYdnRFZ05LRzBVSmFJYWRISTJNUkJVZzZCTW5IWlZlaEHSAe8BQVVfeXFMTlZEbU9MdVdIYVJEZHJLNVVMVDh2bkhPWWxsSER6ZmMwYmxxNEx1VHNYWWpwMFlLRXZEc3l4eHpRY1k5WDZ5UWxpaXg4cmR5VktHMU5YNDg4T2ZOZ0ZZd3E1b2JpdzF2b1g3cVIwMWpiZ0k3WEtvQ3JDc0w0eUxYOWw5RkZwSnhJQ1M3M1RZcld2NmhOSjBEWVh2QThmSkRTWkJfLTV4UHdnUWt6SEc2R1lWeUFWRGVQUDIzTzJGVFNJdHRDenAxRHVCV2hDWVNneHAyVG94eW1hYkZ1cHpJUGtDektBNUlWVkxJc3ZWcjg?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"India sends 5,000 tonnes of diesel to Bangladesh via pipeline","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_ddbce35c,geopolitical_tension_change,external_shock,root,PGurus,"[""https://news.google.com/rss/articles/CBMimgFBVV95cUxQcXBrZ0pSaEFiZ3U3Qml6MXlaMGItb3czYzZTck9UMWF3SHl2WlhZQ01rOThDd1RWdzFiVVd1Q0hmaUhEYk9MTFN0V2oxM1JWdkloV1ROWXpVTFlSQ3NROXpSTjdPcmtOWmFPclJqcHdYSzlWMmg4UEE4RzdwY2U3dmFuMElQNUxsQ1BubE9JaDNvQ0tRTkFTcjBB?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"Bangladesh’s Tarique Rahman Government Seeks Extra 50,000 Tonnes Of Diesel From India | Exclusive","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_0f44370f,geopolitical_tension_change,external_shock,root,News18,"[""https://news.google.com/rss/articles/CBMizwFBVV95cUxNM3hmQTY2RE0yQWRIeUdEWTlzWWUxQmhMS0xiYm5CYl8wZGdKZVVGT2o4UENoNC1FNWlHMEFlR0ptZDEwcHFuLWdySjlTVnNuNHlTSzhwMDBJVjhmQmtLQVloaEYyb1MwNC14LTVlb3A0UllBSVpQN2Y3aFJmSWU4dkE5YmxFaktVTU5lZjlRSWRuUFNHRklBQ2U0VF90ci1VU0tteW1IUUlYbXZTcHQxYWhHcDJoa3ZUWjJETUZHZXFPZFVPbEZld2VGQXVWYkHSAdQBQVVfeXFMTkZjOUNuelJLYVg0WkJURUhTdEFKblBoV0NQVE90QmpSaWdWQXp6SVJ6djdtNnotTmVnT1BIODd5MDdZYmdoM0xhemUtTHFMSU9rbnQ4UXJPZHpQZEVXVFA0UVhQRFZSMUIxeWpjSGJ5Tmg5NXpvcklmclJMRU43LU1Gai0tNXMwVXZzS054dXVfOUVGSzM0V3FnYUpWZ1I4YmNUelhueEVHUlFmaWZMQzllZHkwbXcyZjk0UlRhaUs5aC1TdURyOG5aWUlRWmFIQkpCVGM?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,"India to give Bangladesh 5,000 ton diesel amid fuel concerns","Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_0c4abe5c,geopolitical_tension_change,external_shock,root,NewsBytes,"[""https://news.google.com/rss/articles/CBMiqAFBVV95cUxQazF6OHZsdDhwSnBkRDFXUE1sQWpEeGpEdWhFTnB2ckw0QWw1a201N3FLUG1Sd2g0SnRob2pZU0paRHNKYU00UHRuMkN2ejVUUDRPaHRHVVdycHFjLTJ0bDNUWm9hSkMwcmFJTlV4MGtOS01RcG1KRDBCZ0NXelI0VmVSUWNzd1llWE93aFhSeVN6YWZMSEFuZk81dGhzdjFUVk4xNzlIX0E?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Geopolitical Risk,tightening,medium,Geopolitical Risk,India to supply 5000 tonnes of diesel to Bangladesh amid fuel concerns,"Regional conflicts, trade sanctions, or Gulf state policy shifts disrupt migrant labor markets, trade routes, and energy supply chains affecting Bangladesh.","[""remittance channel disruption"", ""trade route uncertainty"", ""energy price volatility""]",2026-03-10_geopolitical_risk_6be058c0,geopolitical_tension_change,external_shock,root,ANI News,"[""https://news.google.com/rss/articles/CBMiwAFBVV95cUxQX3EtQWk3OHJjNTVxSktEZGhBLU5rMFdpVEJ4YjR4TjRqZlZFMWJGNVVxVVBINS1LODR6dVhlTC1ya1RtMXkxM3R6R2tTRFNDX2hFYU9pdXdlb0V5V2JsUjlTa3dLQWt3bVFSTDU5YW44dlJUU1cxMnNmOFdVbG4zako3Q3VlcWFUTXFHeGlwYUlLU0IwZ3ZTVmNYdWgzRy1HYlRDMk02cmVaNHl0Z2hjeFY5S3VsZVlrM3ZJQ29NLXTSAcgBQVVfeXFMTS1NWW13MDlEZmIxd1VEZDNCTzVJNGhremxiR3QzVG5UUGVYZ1N2SjBwZ3hDSGFkQXlQX3R5S2VsOVlRS0wtc1dNQ1VYZ3BXNU52UVlwaXloOElvMjlTOXBKYzBIYUtqcS1XVWNKRWEydllZMzVjMlByVUZ3UTNjcWxaUkU3TVJJM0RKRXRrNjhqeTcxVUZWMkZiVWxULURocEZGX0ZwV09zMGFPX3d5RElHSl9LRS0wVDQ3QmQ2X3g1NGJWX0U4bEo?oc=5""]",1–6 months,"[""exporters"", ""remittance-dependent sectors"", ""energy importers""]"
2026-03-10,2026-03-10,Trade Policy,tightening,medium,Trade Policy Disruption,War on Iran risks inflation and higher import costs for Bangladesh: CPD,"Import bans, tariff changes, or trade partner restrictions alter relative prices and disrupt established supply chains.","[""supply chain disruption"", ""input cost changes"", ""trade diversion""]",2026-03-10_trade_policy_disruption_75c2bba7,trade_regime_change,policy_shock,root,Just News BD,"[""https://news.google.com/rss/articles/CBMiYEFVX3lxTE9yWEMxemdlOTJlZnoxMzllWi0xdmdmdmFVcGs2WFpHMXZqWjdINGk1eERfVXluSndGSDFLcEhxb3ZBOE41OWdPUTdnX242RjhOSG5TdEw5MGdNZzVsVi1RSw?oc=5""]",1–6 months,"[""importers"", ""exporters"", ""trade policy analysts""]"
2026-03-11,2026-03-08,Banking,tightening,medium,Banking Sector Fragility,Banks to make provisions for potential bad loans from 2028,"Rising non-performing loans, governance failures, or liquidity stress in banks constrain credit intermediation and erode depositor confidence.","[""credit rationing"", ""deposit flight risk"", ""fiscal contingent liability""]",2026-03-08_banking_sector_fragility_1f8e3046,npl_ratio_change,financial_conditions,root,The Daily Star,"[""https://news.google.com/rss/articles/CBMiqAFBVV95cUxPc1FSckhFalhKdjZpR2F6M0g3UXlKaHpRbFdsSlg5SWNpUTVxMUJtSVNHd0R5bmRSOHlCMTBZYVJBdkVLZzc0cWxxR3FCYjJSdWdyZEVrdURwWE9IZFN3azRpZE5jQ0RQZ25IU1BnaDdETVY3TzJiTjhDb2pmaEtKaGRSb0g0eEZEdHhjNEI1MTl6MHdrXzN4SGNNazVnbU5vbVBxaXJIcHA?oc=5""]",3–12 months,"[""depositors"", ""bank regulators"", ""financial analysts""]"
2026-03-11,2026-03-08,Food Prices,tightening,high,Food Price Pressure,Bangladesh inflation surges past 9% on rising food prices,"Rising staple prices compress real incomes of the poor, raise wage demands, and feed into broader inflation expectations.","[""real income erosion for the poor"", ""wage pressure"", ""headline inflation rise""]",2026-03-08_food_price_pressure_ec1eab45,staple_price_acceleration,price_signal,root,Daily Bonik Barta,"[""https://news.google.com/rss/articles/CBMiY0FVX3lxTE80em5WdVZyaEktcHhZQUw4cDVhWjI4dThGZHpLaC1EeXNIR0xmWU1CS09Ya054TEpFYWN2bnJFV1ExQ2JFdlNleEtkb0dYcnB1MnB2Y3FuZEhJX0VnQXFacEh2RQ?oc=5""]",immediate–3 months,"[""consumer sector"", ""food importers"", ""social protection agencies""]"
2026-03-11,2026-03-08,Food Prices,tightening,medium,Food Price Pressure,Why prices rise at Khatungaj despite ample stocks,"Rising staple prices compress real incomes of the poor, raise wage demands, and feed into broader inflation expectations.","[""real income erosion for the poor"", ""wage pressure"", ""headline inflation rise""]",2026-03-08_food_price_pressure_582fa16f,staple_price_acceleration,price_signal,root,The Business Standard — Economy,"[""https://www.tbsnews.net/economy/why-prices-rise-khatungaj-despite-ample-stocks-1381131""]",immediate–3 months,"[""consumer sector"", ""food importers"", ""social protection agencies""]"
2026-03-11,2026-03-08,Foreign Exchange,tightening,medium,External Liquidity Stress,Forex reserves stand at US$34.10b - Bangladesh Sangbad Sangstha (BSS),"Foreign exchange shortages constrain import financing, widen the informal premium, and force rationing of dollar-denominated obligations.","[""import compression"", ""industrial input shortage"", ""informal FX premium widening""]",2026-03-08_external_liquidity_stress_13f5fd2a,fx_reserves_pressure,balance_of_payments,root,Bangladesh Sangbad Sangstha (BSS),"[""https://news.google.com/rss/articles/CBMiUEFVX3lxTE9CZmt1b0NCRnVwR2gxYk91bHRSZmNxZUxvTVp1NEpfeUJIN3pQSXd5YWhtaE4xbEdMc0FHVXZtUEtWR0FZQzUyNG0zYUY3XzlB?oc=5""]",1–3 months,"[""trade finance banks"", ""importers"", ""currency desks""]"
2026-03-11,2026-03-08,Foreign Exchange,tightening,medium,External Liquidity Stress,Forex reserves fall to $29.38b after ACU payment,"Foreign exchange shortages constrain import financing, widen the informal premium, and force rationing of dollar-denominated obligations.","[""import compression"", ""industrial input shortage"", ""informal FX premium widening""]",2026-03-08_external_liquidity_stress_d3924852,fx_reserves_pressure,balance_of_payments,root,The Business Standard — Economy,"[""https://www.tbsnews.net/economy/forex-reserves-fall-2938b-after-acu-payment-1380816""]",1–3 months,"[""trade finance banks"", ""importers"", ""currency desks""]"
2026-03-11,2026-03-09,Energy,tightening,high,Energy Supply Constraint,Bangladesh shuts universities early to save power amid energy crisis,"Energy shortages restrict industrial operating hours, raise unit costs, and force firms to rely on expensive captive generation.","[""output loss"", ""production cost increase"", ""cost push inflation""]",2026-03-09_energy_supply_constraint_66cd6ae5,load_shedding_intensity,production_constraint,root,Reuters,"[""https://news.google.com/rss/articles/CBMiuAFBVV95cUxOTnVJYng0MnZjSW5hZmhPLXp4WHhhd2RZMHB1a0tBVnJseEtmRUhyTmVYakZtSjZyZTEyZGM1Mno3M21yaXpUWFZBc05GVmQwMjVjUTE1c0Nwb0ZCbG9XN2hKa1ZhSmRDNVM2cEFVcWFIdkRNeWZLeklPMldUS0xPaFRudFV3LXd1Q2tLbmlOSlhzNDJtbzVkS2hCWlpsVE5TQzJVOEY1dHNWc3R0aWdfbmprSG1Bc2N4?oc=5""]",immediate,"[""industrial producers"", ""manufacturers"", ""energy traders""]"
2026-03-11,2026-03-09,Energy,tightening,high,Energy Supply Constraint,"Bangladesh Power Crisis: Why the Shortage is Happening, How the Iran-Israel War Is Linked, Where the Country Imports Power From & All You Need to Know","Energy shortages restrict industrial operating hours, raise unit costs, and force firms to rely on expensive captive generation.","[""output loss"", ""production cost increase"", ""cost push inflation""]",2026-03-09_energy_supply_constraint_f0596b96,load_shedding_intensity,production_constraint,root,The Sunday Guardian,"[""https://news.google.com/rss/articles/CBMimgJBVV95cUxOQ1RGWUZUbW03b3NWeklQTTQwT0Z4bjg4TllXSTBSZzFucmZsZkVWOXMzMEQtanFrS0sxd245d21KbXAtX0JYbk04WTMtdFpyREZieVZ1RjQ2THhZZGUzbnVtTHVYblNwdlN5cVhZd1Y5RnlEOWtnT0FtbHdlZmRFM2lZeXc5ZDZWM1NxcWJ0anpmWnBJdHEwclZ4WFZyMzByUkkwdmZYb3lMM0NvLTI1dDZIYmRieVFRbWhyY25ITkw3MnE1RU1fVHNUb0pXVnFTS29KcXd0SjkyWmpTeVA2THB0WjR2cHlyaUNJdDdnUVlqTW44eWdQZFlTNlJ3ZFpnNHVDVnMyeFRLb3I5VGZRUFpjeXhWMUpkWmc?oc=5""]",immediate,"[""industrial producers"", ""manufacturers"", ""energy traders""]"
2026-03-11,2026-03-09,Energy,tightening,high,Energy Supply Constraint,"Bangladesh shuts universities, rations fuel amid worsening energy crisis linked to US-Israel war on Iran","Energy shortages restrict industrial operating hours, raise unit costs, and force firms to rely on expensive captive generation.","[""output loss"", ""production cost increase"", ""cost push inflation""]",2026-03-09_energy_supply_constraint_74fa9559,load_shedding_intensity,production_constraint,root,Maktoob,"[""https://news.google.com/rss/articles/CBMi0AFBVV95cUxOWnRwVGNKUnVmWWxmM1FESkVvb3NiQXpwQXU1VXMtUWYxNkVjTExScUhYUlJJc0toY3d3WXkzNlJ3bGhCcVctWF8wbUc2T1JJYkhMSlVTWkQ4R24xbXl6OGxrVDhUZFlhQk5nbm9zd1lOTVJFZ1RrX1J3YXVEVFZvWmR6THZ0UVpmeWFmWFFGVm1WX2Z6ZXdXNHlwUUdHbFA1MEFoVURQNUY3cmZPN1JSSS1ERzJ0TGFLRmRxcXF2SXhSajVjeTY2SlVTdGhXWEdt?oc=5""]",immediate,"[""industrial producers"", ""manufacturers"", ""energy traders""]"
